OBJT_ID,POLICE,POLCSTTN,FCLTY_TY,FCLTY_CD,FCLTY_NM,ADRES,RN_ADRES,TELNO,CTPRVN_CD,SGG_CD,X,Y
76,광주광역시경찰청,null,경찰서,510010,광주남부경찰서,null,광주 남구 용대로74번안길 9-5,null,29,29155,14128797.8668,4180599.04662
77,광주광역시경찰청,null,경찰서,510010,광주동부경찰서,null,광주 동구 예술길 33,null,29,29110,14128657.8826,4184175.44021
78,광주광역시경찰청,null,경찰서,510010,광주북부경찰서,null,광주 북구 서하로 172,null,29,29170,14126326.2624,4189334.59287
79,광주광역시경찰청,null,경찰서,510010,광주서부경찰서,null,광주 서구 상무공원로 71,null,29,29140,14119997.4599,4184380.73472
80,대전광역시경찰청,null,지방청,510000,대전광역시경찰청,null,대전시 서구 둔산중로 77,null,30,30170,14180530.9953,4349558.11557
81,대전광역시경찰청,null,경찰서,510010,대전유성경찰서,null,대전광역시 유성구 북유성대로 112,null,30,30200,14173800.4519,4352867.03481
82,대전광역시경찰청,null,경찰서,510010,대전동부경찰서,null,대전시 동구 충무로 222,null,30,30110,14186648.5022,4344980.94779
83,대전광역시경찰청,null,경찰서,510010,대전둔산경찰서,null,대전시 서구 한밭대로 733,null,30,30170,14179932.5417,4350045.11408
84,대전광역시경찰청,null,경찰서,510010,대전대덕경찰서,null,대전시 대덕구 계족로 670,null,30,30230,14185365.7121,4351877.77622
85,대전광역시경찰청,null,경찰서,510010,대전서부경찰서,null,대전시 서구 복수서로 47,null,30,30170,14179124.5626,4343205.17181
86,대전광역시경찰청,null,경찰서,510010,대전중부경찰서,null,대전시 중구 중앙로 112,null,30,30140,14184612.402,4345669.99517
87,울산광역시경찰청,null,지방청,510000,울산광역시경찰청,null,울산시 중구 성안로 112,null,31,31110,14395317.2217,4241778.91617
88,울산광역시경찰청,null,경찰서,510010,울산남부경찰서,null,울산시 남구 삼산로 35번길 25,null,31,31140,14394752.9098,4236907.80694
89,울산광역시경찰청,null,경찰서,510010,울산동부경찰서,null,울산시 동구 진성4길 11,null,31,31170,14407914.3913,4233198.54336
90,울산광역시경찰청,null,경찰서,510010,울산울주경찰서,null,울산시 울주군 범서읍 점촌6길 6,null,31,31710,14387225.0072,4241526.77162
91,울산광역시경찰청,null,경찰서,510010,울산중부경찰서,null,울산시 중구 번영로 620,null,31,31110,14399103.3868,4241521.47533
92,울산광역시경찰청,null,경찰서,510010,울산북부경찰서,null,울산시 북구 화동로 67,null,31,31200,14401490.2214,4245304.12767
93,경기도남부경찰청,null,지방청,510000,경기도남부경찰청,null,경기도 수원시 장안구 창룡대로 223,null,41,41111,14141328.267,4480196.96605
94,경기도남부경찰청,null,경찰서,510010,과천경찰서,null,경기도 과천시 통영로 20,null,41,41290,14136461.2787,4499123.84963
95,경기도남부경찰청,null,경찰서,510010,광명경찰서,null,경기도 광명시 디지털로 5,null,41,41210,14122898.0006,4505387.56521
96,경기도남부경찰청,null,경찰서,510010,광주경찰서,null,경기도 광주시 포돌이로 135,null,41,41610,14164276.0565,4496154.12228
97,경기도남부경찰청,null,경찰서,510010,군포경찰서,null,경기도 군포시 산본로324번길 16,null,41,41410,14130459.3436,4489479.88802
98,경기도남부경찰청,null,경찰서,510010,김포경찰서,null,경기도 김포시 태장로795번길 65,null,41,41570,14102094.5585,4528316.72068
99,경기도남부경찰청,null,경찰서,510010,부천소사경찰서,null,경기도 부천시 부광로 214,null,41,41194,14118033.1941,4504630.08404
100,경기도남부경찰청,null,경찰서,510010,부천원미경찰서,null,경기도 부천시 원미구 조마루로311번길 84,null,41,41192,14112781.5747,4509319.4921
101,경기도남부경찰청,null,경찰서,510010,분당경찰서,null,경기도 성남시 분당구 정자일로 165,null,41,41135,14149309.1287,4490116.67667
102,경기도남부경찰청,null,경찰서,510010,성남수정경찰서,null,경기도 성남시 수정구 성남대로 1259,null,41,41131,14151685.3768,4500913.74197
103,경기도남부경찰청,null,경찰서,510010,성남중원경찰서,null,경기도 성남시 중원구 금빛로2번길 10,null,41,41133,14156400.0689,4500951.49966
104,경기도남부경찰청,null,경찰서,510010,수원남부경찰서,null,경기도 수원시 영통구 매봉로 52,null,41,41117,14143597.8822,4477084.64597
105,경기도남부경찰청,null,경찰서,510010,수원중부경찰서,null,경기도 수원시 장안구 정자천로 199,null,41,41111,14137207.1415,4480717.49209
106,경기도남부경찰청,null,경찰서,510010,수원서부경찰서,null,경기도 수원시 권선구 서부로 1673,null,41,41113,14134496.857,4475214.67706
107,경기도남부경찰청,null,경찰서,510010,시흥경찰서,null,경기도 시흥시 황고개로 513,null,41,41390,14113978.3038,4491682.13122
108,경기도남부경찰청,null,경찰서,510010,안산단원경찰서,null,경기도 안산시 단원구 화랑로 373,null,41,41273,14118524.6474,4484032.84992
109,경기도남부경찰청,null,경찰서,510010,안산상록경찰서,null,경기도 안산시 상록구 차돌배기로 10,null,41,41271,14120397.8873,4480885.51619
110,경기도남부경찰청,null,경찰서,510010,안성경찰서,null,경기도 안성시 알미산로 140,null,41,41550,14165285.3457,4439166.89114
111,경기도남부경찰청,null,경찰서,510010,안양동안경찰서,null,안양시 동안구 동안로159번길 43,null,41,41173,14131863.2271,4493764.55004
112,경기도남부경찰청,null,경찰서,510010,양평경찰서,null,경기도 양평군 옥천면 고읍로 88,null,41,41830,14188225.7881,4511406.91721
113,경기도남부경찰청,null,경찰서,510010,여주경찰서,null,경기도 여주시 세종로 50,null,41,41670,14208222.0415,4480113.93166
114,경기도남부경찰청,null,경찰서,510010,용인동부경찰서,null,경기도 용인시 처인구 금학로 143,null,41,41461,14157645.2887,4472771.25256
115,경기도남부경찰청,null,경찰서,510010,이천경찰서,null,경기도 이천시 부악로 32,null,41,41500,14185994.0884,4477294.78942
116,경기도남부경찰청,null,경찰서,510010,평택경찰서,null,경기도 평택시 중앙로 67,null,41,41220,14147720.978,4438334.8617
117,경기도남부경찰청,null,경찰서,510010,오산경찰서,null,경기도 오산시 동부대로 596,null,41,41370,14146736.1901,4460529.9606
118,경기도남부경찰청,null,경찰서,510010,화성서부경찰서,null,경기도 화성시 남양읍 남양로 570,null,41,41590,14117837.372,4465818.85678
119,경기도남부경찰청,null,경찰서,510010,화성동탄경찰서,null,경기도 화성시 동탄대로 13길 70,null,41,41590,14148003.1061,4465016.09703
120,경기도남부경찰청,null,경찰서,510010,하남경찰서,null,경기도 하남시 검단로 27,null,41,41450,14162582.6644,4512225.2843
121,경기도남부경찰청,null,경찰서,510010,의왕경찰서,null,경기도 의왕시 오봉로 10,null,41,41430,14134706.1933,4487323.88031
122,경기도남부경찰청,null,경찰서,510010,안양만안경찰서,null,경기도 안양시 만안구 냉천로 63,null,41,41171,14129357.7148,4493213.54961
123,경기도남부경찰청,null,경찰서,510010,부천오정경찰서,null,경기도 부천시 오정구 소사로 631,null,41,41196,14115367.1369,4511035.86042
124,경기도남부경찰청,null,경찰서,510010,용인서부경찰서,null,경기도 용인시 기흥구 용구대로2469번길 32,null,41,41463,14149383.6793,4482340.84841
125,경기도북부경찰청,null,지방청,510000,경기도북부경찰청,null,경기도 의정부시 금오로23번길 22-49,null,41,41150,14145329.0784,4545085.9412
126,경기도북부경찰청,null,경찰서,510010,가평경찰서,null,경기도 가평군 가평읍 가화로 61,null,41,41820,14194920.9876,4554864.03995
127,경기도북부경찰청,null,경찰서,510010,고양경찰서,null,경기도 고양시 덕양구 화중로 12,null,41,41281,14118604.9644,4527049.77535
128,경기도북부경찰청,null,경찰서,510010,구리경찰서,null,경기도 구리시 아차산로 359,null,41,41310,14151943.1482,4521281.9657
129,경기도북부경찰청,null,경찰서,510010,남양주북부경찰서,null,경기도 남양주시 진접읍 진건오남로 1019,null,41,41360,14157940.2742,4538599.1109
130,경기도북부경찰청,null,경찰서,510010,남양주남부경찰서,null,경기도 남양주시 경춘로 532,null,41,41360,14156676.4084,4524695.03602
131,경기도북부경찰청,null,경찰서,510010,동두천경찰서,null,경기도 동두천시 상패로 89,null,41,41250,14142719.794,4566780.50331
132,경기도북부경찰청,null,경찰서,510010,양주경찰서,null,경기도 양주시 평화로 1699,null,41,41630,14143561.2358,4556921.23904
133,경기도북부경찰청,null,경찰서,510010,연천경찰서,null,경기도 연천군 연천읍 연천로 239,null,41,41800,14145791.8112,4593293.36512
134,경기도북부경찰청,null,경찰서,510010,의정부경찰서,null,경기도 의정부시 호국로 1265,null,41,41150,14142502.5095,4543400.64223
135,경기도북부경찰청,null,경찰서,510010,일산동부경찰서,null,경기도 고양시 일산동구 중앙로 1338,null,41,41285,14111916.9228,4532198.00303
136,경기도북부경찰청,null,경찰서,510010,일산서부경찰서,null,경기 고양시 일산서구 중앙로 1640,null,41,41287,14108686.331,4534316.7256
137,경기도북부경찰청,null,경찰서,510010,파주경찰서,null,경기도 파주시 쇠재로 140,null,41,41480,14112846.2847,4544675.23497
138,경기도북부경찰청,null,경찰서,510010,포천경찰서,null,경기도 포천시 군내면 호국로 1570,null,41,41650,14160359.1689,4564425.99098
139,강원특별자치도경찰청,null,지방청,510000,강원특별자치도경찰청,null,강원특별자치도 춘천시 동내면 세실로 49,null,51,51110,14221872.6608,4559921.77596
140,강원특별자치도경찰청,null,경찰서,510010,강릉경찰서,null,강원특별자치도 강릉시 강릉대로 377,null,51,51150,14349872.253,4546796.34
141,강원특별자치도경찰청,null,경찰서,510010,고성경찰서,null,강원특별자치도 고성군 간성읍 탑동길 12,null,51,51820,14301958.0509,4632773.76157
142,강원특별자치도경찰청,null,경찰서,510010,동해경찰서,null,강원특별자치도 동해시 천곡로 107,null,51,51170,14373199.3302,4512549.82495
143,강원특별자치도경찰청,null,경찰서,510010,삼척경찰서,null,강원특별자치도 삼척시 정상로 53,null,51,51230,14379679.6385,4501475.90116
144,강원특별자치도경찰청,null,경찰서,510010,속초경찰서,null,강원특별자치도 속초시 도리원길 93,null,51,51210,14312201.8597,4607293.3169
145,강원특별자치도경찰청,null,경찰서,510010,양구경찰서,null,강원특별자치도 양구군 양구읍 양남로 1,null,51,51800,14247906.0707,4594323.3285
146,강원특별자치도경찰청,null,경찰서,510010,영월경찰서,null,강원특별자치도 영월군 영월읍 단종로9,null,51,51750,14300943.2959,4464843.96626
147,강원특별자치도경찰청,null,경찰서,510010,원주경찰서,null,강원특별자치도 원주시 봉산로 1,null,51,51130,14244206.9685,4487733.57415
148,강원특별자치도경찰청,null,경찰서,510010,인제경찰서,null,강원특별자치도 인제군 인제로209번길 9,null,51,51810,14268123.8498,4589436.1864
149,강원특별자치도경찰청,null,경찰서,510010,정선경찰서,null,강원특별자치도 정선군 정선읍 비봉로 31,null,51,51770,14322563.1328,4492456.83454
150,강원특별자치도경찰청,null,경찰서,510010,철원경찰서,null,강원특별자치도 철원군 갈말읍 삼부연로 35,null,51,51780,14172260.9367,4600111.93525
151,강원특별자치도경찰청,null,경찰서,510010,춘천경찰서,null,강원특별자치도 춘천시 춘천로 61,null,51,51110,14218114.192,4561115.74371
152,강원특별자치도경찰청,null,경찰서,510010,태백경찰서,null,강원특별자치도 태백시 장성로 26,null,51,51190,14361131.3289,4453376.63192
153,강원특별자치도경찰청,null,경찰서,510010,평창경찰서,null,강원특별자치도 평창군 평창읍 군청길 55,null,51,51760,14292278.1199,4490731.56882
154,강원특별자치도경찰청,null,경찰서,510010,홍천경찰서,null,강원특별자치도 홍천군 홍천읍 홍천로 651,null,51,51720,14238612.986,4538140.35557
155,강원특별자치도경찰청,null,경찰서,510010,화천경찰서,null,강원특별자치도 화천군 화천읍 화천새싹길 33,null,51,51790,14216306.9534,4594431.11505
156,강원특별자치도경찰청,null,경찰서,510010,횡성경찰서,null,강원특별자치도 횡성군 횡성읍 어사매로 78,null,51,51730,14248327.1255,4507936.69745
157,충청북도경찰청,null,지방청,510000,충청북도경찰청,null,충북 청주시 청원구 2순환로 168,null,43,43114,14193308.124,4393952.30095
158,충청북도경찰청,null,경찰서,510010,청주흥덕경찰서,null,충북 청주시 흥덕구 월명로236번길 15,null,43,43113,14188232.7122,4391355.64672
159,충청북도경찰청,null,경찰서,510010,청주상당경찰서,null,충북 청주시 상당구 목련로 266,null,43,43111,14196855.9764,4384790.4835
160,충청북도경찰청,null,경찰서,510010,청주청원경찰서,null,충북 청주시 청원구 향군로 60,null,43,43114,14191692.0767,4390583.25051
161,충청북도경찰청,null,경찰서,510010,충주경찰서,null,충북 충주시 예성로 218,null,43,43130,14241736.7556,4435725.39127
162,충청북도경찰청,null,경찰서,510010,제천경찰서,null,충북 제천시 용두대로 27,null,43,43150,14270932.6298,4457810.34213
163,충청북도경찰청,null,경찰서,510010,음성경찰서,null,충북 음성군 음성읍 중앙로 26,null,43,43770,14214331.7004,4428915.22697
164,충청북도경찰청,null,경찰서,510010,영동경찰서,null,충북 영동군 영동읍 영산로 32,null,43,43740,14223946.2201,4325152.34967
165,충청북도경찰청,null,경찰서,510010,괴산경찰서,null,충북 괴산군 괴산읍 읍내로11길 26,null,43,43760,14225686.4109,4412707.39071
166,충청북도경찰청,null,경찰서,510010,단양경찰서,null,충북 단양군 단양읍 중앙1로 3,null,43,43800,14289535.7197,4437102.53445
167,충청북도경찰청,null,경찰서,510010,보은경찰서,null,충북 보은군 보은읍 장신로 8,null,43,43720,14217178.8856,4367181.45397
168,충청북도경찰청,null,경찰서,510010,옥천경찰서,null,충북 옥천군 옥천읍 중앙로 20,null,43,43730,14200859.4149,4341801.99407
169,충청북도경찰청,null,경찰서,510010,진천경찰서,null,충북 진천군 진천읍 덕금로 165,null,43,43750,14189447.898,4421225.24476
170,충청남도경찰청,null,지방청,510000,충청남도경찰청,null,충남 예산군 삽교읍 청사로 201,null,44,44810,14101584.8933,4392092.94764
171,충청남도경찰청,null,경찰서,510010,공주경찰서,null,충남 공주시 백제문화로 2148-15,null,44,44150,14149876.1233,4363603.43696
172,충청남도경찰청,null,경찰서,510010,금산경찰서,null,충남 금산군 금산읍 인삼로 201,null,44,44710,14193609.6662,4314912.69491
173,충청남도경찰청,null,경찰서,510010,논산경찰서,null,충남 논산시 강경읍 계백로 159,null,44,44230,14139470.5117,4322407.76815
174,충청남도경찰청,null,경찰서,510010,당진경찰서,null,충남 당진시 무수동7길 144,null,44,44270,14097550.4412,4424369.51208
175,충청남도경찰청,null,경찰서,510010,보령경찰서,null,충남 보령시 시청로 100,null,44,44180,14094154.9964,4346623.69458
176,충청남도경찰청,null,경찰서,510010,부여경찰서,null,충남 부여군 부여읍 성말로 4,null,44,44760,14126740.037,4338570.56775
177,충청남도경찰청,null,경찰서,510010,서산경찰서,null,충남 서산시 안견로 327,null,44,44210,14076011.7228,4408051.29702
178,충청남도경찰청,null,경찰서,510010,서천경찰서,null,충남 서천군 장항읍 신창동로 15,null,44,44770,14103288.6382,4301938.35177
179,충청남도경찰청,null,경찰서,510010,아산경찰서,null,충남 아산시 남부로 370-15,null,44,44200,14140100.5577,4407277.96914
180,충청남도경찰청,null,경찰서,510010,예산경찰서,null,충남 예산군 예산읍 사직로 5,null,44,44810,14120582.5886,4394659.22993
181,충청남도경찰청,null,경찰서,510010,천안서북경찰서,null,충남 천안시 서북구 번영로 705,null,44,44133,14152853.7305,4419296.37685
182,충청남도경찰청,null,경찰서,510010,천안동남경찰서,null,충남 천안시 동남구 청수6로 73,null,44,44131,14154945.5796,4409406.26056
183,충청남도경찰청,null,경찰서,510010,청양경찰서,null,충남 청양군 청양읍 충절로 1317,null,44,44790,14114687.0638,4364635.16251
184,충청남도경찰청,null,경찰서,510010,홍성경찰서,null,충남 홍성군 홍성읍 충서로 1254,null,44,44800,14099492.2984,4381862.98013
185,충청남도경찰청,null,경찰서,510010,태안경찰서,null,충남 태안군 태안읍 동백로 112,null,44,44825,14058414.5269,4405336.95424
186,세종특별자치시경찰청,null,지방청,510000,세종특별자치시경찰청,null,세종특별자치시 한누리대로 1978,null,36,36110,14171148.343,4367960.02802
187,세종특별자치시경찰청,null,경찰서,510010,세종북부경찰서,null,세종특별자치시 조치원읍 군청로 36,null,36,36110,14170399.6971,4381861.74623
188,세종특별자치시경찰청,null,경찰서,510010,세종남부경찰서,null,세종특별자치시 시청대로 190(보람동),null,36,36110,14170161.4734,4366994.50658
189,전북특별자치도경찰청,null,지방청,510000,전북특별자치도경찰청,null,전북특별자치도 전주시 완산구 유연로 180,null,52,52111,14149259.2909,4276451.1026
190,전북특별자치도경찰청,null,경찰서,510010,고창경찰서,null,전북 고창군 고창읍 보릿골로 175,null,52,52790,14103629.7545,4224046.07244
191,전북특별자치도경찰청,null,경찰서,510010,군산경찰서,null,전북 군산시 구암3.1로 82,null,52,52130,14107309.8544,4297986.54384
192,전북특별자치도경찰청,null,경찰서,510010,김제경찰서,null,전북 김제시 중앙로 213,null,52,52210,14126086.7808,4272883.03097
193,전북특별자치도경찰청,null,경찰서,510010,남원경찰서,null,전북 남원시 교룡로 185,null,52,52190,14179091.5118,4220323.18476
194,전북특별자치도경찰청,null,경찰서,510010,무주경찰서,null,전북 무주군 무주읍 한풍루로 408,null,52,52730,14212192.7298,4301174.39434
195,전북특별자치도경찰청,null,경찰서,510010,부안경찰서,null,전북 부안군 행안면 염소로 33,null,52,52800,14106534.3805,4263738.04903
196,전북특별자치도경찰청,null,경찰서,510010,순창경찰서,null,전북 순창군 순창읍 장류로 311,null,52,52770,14152742.3999,4215245.61148
